period,subba,subba-name,parent,parent-name,value,value-units
2024-01-03T11,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1518,megawatthours
2024-01-03T11,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1044,megawatthours
2024-01-03T11,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,49,megawatthours
2024-01-03T11,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3809,megawatthours
2024-01-03T11,ZONJ,New York City,NYIS,New York Independent System Operator,4707,megawatthours
2024-01-03T11,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",2935,megawatthours
2024-01-03T11,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3577,megawatthours
2024-01-03T11,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,269,megawatthours
2024-01-03T11,ZONC,Central,NYIS,New York Independent System Operator,1768,megawatthours
2024-01-03T11,WR,Westar Energy,SWPP,Southwest Power Pool,3463,megawatthours
2024-01-03T11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,1977,megawatthours
2024-01-03T11,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1160,megawatthours
2024-01-03T11,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",11225,megawatthours
2024-01-03T11,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1849,megawatthours
2024-01-03T11,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",10078,megawatthours
2024-01-03T11,ZONF,Capital,NYIS,New York Independent System Operator,1236,megawatthours
2024-01-03T11,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",5167,megawatthours
2024-01-03T11,ZONH,Millwood,NYIS,New York Independent System Operator,321,megawatthours
2024-01-03T11,SCE,Southern California Edison,CISO,California Independent System Operator,9643,megawatthours
2024-01-03T11,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,82,megawatthours
2024-01-03T11,ZONI,Dunwoodie,NYIS,New York Independent System Operator,544,megawatthours
2024-01-03T11,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1035,megawatthours
2024-01-03T11,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10209,megawatthours
2024-01-03T11,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,311,megawatthours
2024-01-03T11,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",9958,megawatthours
2024-01-03T11,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,848,megawatthours
2024-01-03T11,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7344,megawatthours
2024-01-03T11,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3910,megawatthours
2024-01-03T11,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,23,megawatthours
2024-01-03T11,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19666,megawatthours
2024-01-03T11,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5022,megawatthours
2024-01-03T11,ZONA,West,NYIS,New York Independent System Operator,1694,megawatthours
2024-01-03T11,Frep,Freeport,PNM,Public Service Company of New Mexico,77,megawatthours
2024-01-03T11,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1051,megawatthours
2024-01-03T11,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1499,megawatthours
2024-01-03T11,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6232,megawatthours
2024-01-03T11,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",149,megawatthours
2024-01-03T11,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-03T11,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3158,megawatthours
2024-01-03T11,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",16648,megawatthours
2024-01-03T11,ZOND,North,NYIS,New York Independent System Operator,680,megawatthours
2024-01-03T11,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1941,megawatthours
2024-01-03T11,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9404,megawatthours
2024-01-03T11,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2094,megawatthours
2024-01-03T11,SECI,Sunflower Electric,SWPP,Southwest Power Pool,619,megawatthours
2024-01-03T11,ZONK,Long Island,NYIS,New York Independent System Operator,2000,megawatthours
2024-01-03T11,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7419,megawatthours
2024-01-03T11,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6490,megawatthours
2024-01-03T11,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,51,megawatthours
2024-01-03T11,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5423,megawatthours
2024-01-03T11,SPRM,City of Springfield,SWPP,Southwest Power Pool,369,megawatthours
2024-01-03T11,INDN,Independence Power & Light,SWPP,Southwest Power Pool,107,megawatthours
2024-01-03T11,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2445,megawatthours
2024-01-03T11,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1323,megawatthours
2024-01-03T11,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,33,megawatthours
2024-01-03T11,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,744,megawatthours
2024-01-03T11,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3897,megawatthours
2024-01-03T11,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",12721,megawatthours
2024-01-03T11,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2317,megawatthours
2024-01-03T11,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2096,megawatthours
2024-01-03T11,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1984,megawatthours
2024-01-03T11,VEA,Valley Electric Association,CISO,California Independent System Operator,77,megawatthours
2024-01-03T11,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4474,megawatthours
2024-01-03T11,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1974,megawatthours
2024-01-03T11,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4642,megawatthours
2024-01-03T11,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2593,megawatthours
2024-01-03T10,VEA,Valley Electric Association,CISO,California Independent System Operator,78,megawatthours
2024-01-03T10,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7156,megawatthours
2024-01-03T10,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4196,megawatthours
2024-01-03T10,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1494,megawatthours
2024-01-03T10,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1024,megawatthours
2024-01-03T10,ZONJ,New York City,NYIS,New York Independent System Operator,4485,megawatthours
2024-01-03T10,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,50,megawatthours
2024-01-03T10,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3278,megawatthours
2024-01-03T10,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3788,megawatthours
2024-01-03T10,WR,Westar Energy,SWPP,Southwest Power Pool,3394,megawatthours
2024-01-03T10,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1964,megawatthours
2024-01-03T10,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",2995,megawatthours
2024-01-03T10,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4883,megawatthours
2024-01-03T10,ZONK,Long Island,NYIS,New York Independent System Operator,1886,megawatthours
2024-01-03T10,SECI,Sunflower Electric,SWPP,Southwest Power Pool,608,megawatthours
2024-01-03T10,ZONA,West,NYIS,New York Independent System Operator,1654,megawatthours
2024-01-03T10,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1036,megawatthours
2024-01-03T10,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1483,megawatthours
2024-01-03T10,INDN,Independence Power & Light,SWPP,Southwest Power Pool,103,megawatthours
2024-01-03T10,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3777,megawatthours
2024-01-03T10,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19321,megawatthours
2024-01-03T10,ZOND,North,NYIS,New York Independent System Operator,687,megawatthours
2024-01-03T10,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1137,megawatthours
2024-01-03T10,ZONC,Central,NYIS,New York Independent System Operator,1650,megawatthours
2024-01-03T10,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",9816,megawatthours
2024-01-03T10,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6267,megawatthours
2024-01-03T10,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",4919,megawatthours
2024-01-03T10,ZONB,Genesee,NYIS,New York Independent System Operator,981,megawatthours
2024-01-03T10,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",9710,megawatthours
2024-01-03T10,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,82,megawatthours
2024-01-03T10,ZONI,Dunwoodie,NYIS,New York Independent System Operator,518,megawatthours
2024-01-03T10,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",15949,megawatthours
2024-01-03T10,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2432,megawatthours
2024-01-03T10,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",16160,megawatthours
2024-01-03T10,ZONH,Millwood,NYIS,New York Independent System Operator,301,megawatthours
2024-01-03T10,ZONG,Hudson Valley,NYIS,New York Independent System Operator,988,megawatthours
2024-01-03T10,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,718,megawatthours
2024-01-03T10,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3638,megawatthours
2024-01-03T10,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2241,megawatthours
2024-01-03T10,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",12389,megawatthours
2024-01-03T10,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2331,megawatthours
2024-01-03T10,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9210,megawatthours
2024-01-03T10,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1873,megawatthours
2024-01-03T10,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-03T10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2053,megawatthours
2024-01-03T10,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,22,megawatthours
2024-01-03T10,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,804,megawatthours
2024-01-03T10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10111,megawatthours
2024-01-03T10,ZONF,Capital,NYIS,New York Independent System Operator,1180,megawatthours
2024-01-03T10,Frep,Freeport,PNM,Public Service Company of New Mexico,78,megawatthours
2024-01-03T10,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",2936,megawatthours
2024-01-03T10,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1074,megawatthours
2024-01-03T10,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6177,megawatthours
2024-01-03T10,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5300,megawatthours
2024-01-03T10,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",143,megawatthours
2024-01-03T10,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2005,megawatthours
2024-01-03T10,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1442,megawatthours
2024-01-03T10,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1789,megawatthours
2024-01-03T10,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,842,megawatthours
2024-01-03T10,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15983,megawatthours
2024-01-03T10,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1908,megawatthours
2024-01-03T10,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,268,megawatthours
2024-01-03T10,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4289,megawatthours
2024-01-03T10,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,48,megawatthours
2024-01-03T10,LES,Lincoln Electric System,SWPP,Southwest Power Pool,371,megawatthours
2024-01-03T10,SPRM,City of Springfield,SWPP,Southwest Power Pool,361,megawatthours
2024-01-03T10,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,33,megawatthours
2024-01-03T10,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,312,megawatthours
2024-01-03T10,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",1996,megawatthours
2024-01-03T10,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",11039,megawatthours
2024-01-03T10,SCE,Southern California Edison,CISO,California Independent System Operator,9876,megawatthours
2024-01-03T10,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7127,megawatthours
2024-01-03T10,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",9880,megawatthours
2024-01-03T10,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4423,megawatthours
2024-01-03T10,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1331,megawatthours
2024-01-03T09,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1025,megawatthours
2024-01-03T09,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4773,megawatthours
2024-01-03T09,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4074,megawatthours
2024-01-03T09,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6079,megawatthours
2024-01-03T09,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2357,megawatthours
2024-01-03T09,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1973,megawatthours
2024-01-03T09,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,22,megawatthours
2024-01-03T09,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,786,megawatthours
2024-01-03T09,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3792,megawatthours
2024-01-03T09,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2223,megawatthours
2024-01-03T09,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",9903,megawatthours
2024-01-03T09,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,315,megawatthours
2024-01-03T09,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",2936,megawatthours
2024-01-03T09,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1415,megawatthours
2024-01-03T09,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1053,megawatthours
2024-01-03T09,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3772,megawatthours
2024-01-03T09,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,269,megawatthours
2024-01-03T09,SPRM,City of Springfield,SWPP,Southwest Power Pool,356,megawatthours
2024-01-03T09,ZONH,Millwood,NYIS,New York Independent System Operator,295,megawatthours
2024-01-03T09,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1752,megawatthours
2024-01-03T09,ZONJ,New York City,NYIS,New York Independent System Operator,4435,megawatthours
2024-01-03T09,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",4896,megawatthours
2024-01-03T09,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4270,megawatthours
2024-01-03T09,Frep,Freeport,PNM,Public Service Company of New Mexico,78,megawatthours
2024-01-03T09,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,50,megawatthours
2024-01-03T09,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",2981,megawatthours
2024-01-03T09,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",1964,megawatthours
2024-01-03T09,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1039,megawatthours
2024-01-03T09,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",9769,megawatthours
2024-01-03T09,WR,Westar Energy,SWPP,Southwest Power Pool,3359,megawatthours
2024-01-03T09,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",11005,megawatthours
2024-01-03T09,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1889,megawatthours
2024-01-03T09,ZOND,North,NYIS,New York Independent System Operator,675,megawatthours
2024-01-03T09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2102,megawatthours
2024-01-03T09,SECI,Sunflower Electric,SWPP,Southwest Power Pool,604,megawatthours
2024-01-03T09,LES,Lincoln Electric System,SWPP,Southwest Power Pool,367,megawatthours
2024-01-03T09,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3502,megawatthours
2024-01-03T09,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15740,megawatthours
2024-01-03T09,ZONB,Genesee,NYIS,New York Independent System Operator,963,megawatthours
2024-01-03T09,VEA,Valley Electric Association,CISO,California Independent System Operator,79,megawatthours
2024-01-03T09,ZONC,Central,NYIS,New York Independent System Operator,1616,megawatthours
2024-01-03T09,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19337,megawatthours
2024-01-03T09,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",12459,megawatthours
2024-01-03T09,ZONI,Dunwoodie,NYIS,New York Independent System Operator,513,megawatthours
2024-01-03T09,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,837,megawatthours
2024-01-03T09,ZONF,Capital,NYIS,New York Independent System Operator,1160,megawatthours
2024-01-03T09,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1134,megawatthours
2024-01-03T09,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",9697,megawatthours
2024-01-03T09,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",6986,megawatthours
2024-01-03T09,ZONA,West,NYIS,New York Independent System Operator,1634,megawatthours
2024-01-03T09,ZONK,Long Island,NYIS,New York Independent System Operator,1849,megawatthours
2024-01-03T09,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,34,megawatthours
2024-01-03T09,INDN,Independence Power & Light,SWPP,Southwest Power Pool,102,megawatthours
2024-01-03T09,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9231,megawatthours
2024-01-03T09,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7146,megawatthours
2024-01-03T09,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1343,megawatthours
2024-01-03T09,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1494,megawatthours
2024-01-03T09,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6112,megawatthours
2024-01-03T09,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1831,megawatthours
2024-01-03T09,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,706,megawatthours
2024-01-03T09,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5252,megawatthours
2024-01-03T09,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1484,megawatthours
2024-01-03T09,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-03T09,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",15628,megawatthours
2024-01-03T09,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",141,megawatthours
2024-01-03T09,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15932,megawatthours
2024-01-03T09,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,48,megawatthours
2024-01-03T09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10271,megawatthours
2024-01-03T09,SCE,Southern California Edison,CISO,California Independent System Operator,10530,megawatthours
2024-01-03T09,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2266,megawatthours
2024-01-03T09,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",1989,megawatthours
2024-01-03T09,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3164,megawatthours
2024-01-03T09,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4346,megawatthours
2024-01-03T09,ZONG,Hudson Valley,NYIS,New York Independent System Operator,971,megawatthours
2024-01-03T09,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,82,megawatthours
2024-01-03T08,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,81,megawatthours
2024-01-03T08,SCE,Southern California Edison,CISO,California Independent System Operator,11009,megawatthours
2024-01-03T08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10916,megawatthours
2024-01-03T08,VEA,Valley Electric Association,CISO,California Independent System Operator,81,megawatthours
2024-01-03T08,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19351,megawatthours
2024-01-03T08,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",9742,megawatthours
2024-01-03T08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2246,megawatthours
2024-01-03T08,ZONH,Millwood,NYIS,New York Independent System Operator,298,megawatthours
2024-01-03T08,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9394,megawatthours
2024-01-03T08,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7208,megawatthours
2024-01-03T08,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",2004,megawatthours
2024-01-03T08,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5998,megawatthours
2024-01-03T08,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3444,megawatthours
2024-01-03T08,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2179,megawatthours
2024-01-03T08,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1371,megawatthours
2024-01-03T08,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1888,megawatthours
2024-01-03T08,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1487,megawatthours
2024-01-03T08,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1139,megawatthours
2024-01-03T08,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3131,megawatthours
2024-01-03T08,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",15492,megawatthours
2024-01-03T08,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",4905,megawatthours
2024-01-03T08,ZOND,North,NYIS,New York Independent System Operator,661,megawatthours
2024-01-03T08,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,34,megawatthours
2024-01-03T08,ZONB,Genesee,NYIS,New York Independent System Operator,972,megawatthours
2024-01-03T08,ZONA,West,NYIS,New York Independent System Operator,1639,megawatthours
2024-01-03T08,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1402,megawatthours
2024-01-03T08,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3019,megawatthours
2024-01-03T08,SECI,Sunflower Electric,SWPP,Southwest Power Pool,612,megawatthours
2024-01-03T08,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-03T08,LES,Lincoln Electric System,SWPP,Southwest Power Pool,364,megawatthours
2024-01-03T08,SPRM,City of Springfield,SWPP,Southwest Power Pool,356,megawatthours
2024-01-03T08,ZONG,Hudson Valley,NYIS,New York Independent System Operator,970,megawatthours
2024-01-03T08,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7073,megawatthours
2024-01-03T08,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1740,megawatthours
2024-01-03T08,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3758,megawatthours
2024-01-03T08,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",142,megawatthours
2024-01-03T08,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4035,megawatthours
2024-01-03T08,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16284,megawatthours
2024-01-03T08,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1054,megawatthours
2024-01-03T08,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,788,megawatthours
2024-01-03T08,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,703,megawatthours
2024-01-03T08,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1512,megawatthours
2024-01-03T08,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",1963,megawatthours
2024-01-03T08,ZONK,Long Island,NYIS,New York Independent System Operator,1863,megawatthours
2024-01-03T08,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,271,megawatthours
2024-01-03T08,Frep,Freeport,PNM,Public Service Company of New Mexico,80,megawatthours
2024-01-03T08,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2324,megawatthours
2024-01-03T08,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4752,megawatthours
2024-01-03T08,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1026,megawatthours
2024-01-03T08,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5243,megawatthours
2024-01-03T08,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",2905,megawatthours
2024-01-03T08,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1053,megawatthours
2024-01-03T08,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",11093,megawatthours
2024-01-03T08,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2282,megawatthours
2024-01-03T08,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",12345,megawatthours
2024-01-03T08,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1822,megawatthours
2024-01-03T08,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4289,megawatthours
2024-01-03T08,ZONJ,New York City,NYIS,New York Independent System Operator,4474,megawatthours
2024-01-03T08,ZONC,Central,NYIS,New York Independent System Operator,1593,megawatthours
2024-01-03T08,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,48,megawatthours
2024-01-03T08,WR,Westar Energy,SWPP,Southwest Power Pool,3375,megawatthours
2024-01-03T08,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",9987,megawatthours
2024-01-03T08,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15506,megawatthours
2024-01-03T08,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,50,megawatthours
2024-01-03T08,ZONF,Capital,NYIS,New York Independent System Operator,1166,megawatthours
2024-01-03T08,INDN,Independence Power & Light,SWPP,Southwest Power Pool,103,megawatthours
2024-01-03T08,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,315,megawatthours
