period,subba,subba-name,parent,parent-name,value,value-units
2024-01-08T23,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2472,megawatthours
2024-01-08T23,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",5768,megawatthours
2024-01-08T23,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3797,megawatthours
2024-01-08T23,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",5096,megawatthours
2024-01-08T23,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",2176,megawatthours
2024-01-08T23,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",3004,megawatthours
2024-01-08T23,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2052,megawatthours
2024-01-08T23,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1689,megawatthours
2024-01-08T23,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2470,megawatthours
2024-01-08T23,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15515,megawatthours
2024-01-08T23,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3362,megawatthours
2024-01-08T23,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2326,megawatthours
2024-01-08T23,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",11923,megawatthours
2024-01-08T23,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3935,megawatthours
2024-01-08T23,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",8570,megawatthours
2024-01-08T23,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6846,megawatthours
2024-01-08T23,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",16971,megawatthours
2024-01-08T23,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1311,megawatthours
2024-01-08T23,ZONK,Long Island,NYIS,New York Independent System Operator,2657,megawatthours
2024-01-08T23,ZONJ,New York City,NYIS,New York Independent System Operator,6302,megawatthours
2024-01-08T23,ZONI,Dunwoodie,NYIS,New York Independent System Operator,738,megawatthours
2024-01-08T23,ZONH,Millwood,NYIS,New York Independent System Operator,404,megawatthours
2024-01-08T23,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1345,megawatthours
2024-01-08T23,ZONF,Capital,NYIS,New York Independent System Operator,1605,megawatthours
2024-01-08T23,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,1100,megawatthours
2024-01-08T23,ZOND,North,NYIS,New York Independent System Operator,770,megawatthours
2024-01-08T23,ZONC,Central,NYIS,New York Independent System Operator,2202,megawatthours
2024-01-08T23,ZONB,Genesee,NYIS,New York Independent System Operator,1299,megawatthours
2024-01-08T23,ZONA,West,NYIS,New York Independent System Operator,1991,megawatthours
2024-01-08T23,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19809,megawatthours
2024-01-08T23,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",11681,megawatthours
2024-01-08T23,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19420,megawatthours
2024-01-08T23,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10992,megawatthours
2024-01-08T23,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5728,megawatthours
2024-01-08T23,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",12603,megawatthours
2024-01-08T23,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",4136,megawatthours
2024-01-08T23,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7352,megawatthours
2024-01-08T23,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",14369,megawatthours
2024-01-08T23,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1506,megawatthours
2024-01-08T23,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6071,megawatthours
2024-01-08T23,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1326,megawatthours
2024-01-08T23,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1750,megawatthours
2024-01-08T23,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",12104,megawatthours
2024-01-08T23,VEA,Valley Electric Association,CISO,California Independent System Operator,109,megawatthours
2024-01-08T23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,1573,megawatthours
2024-01-08T23,SCE,Southern California Edison,CISO,California Independent System Operator,11704,megawatthours
2024-01-08T22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10247,megawatthours
2024-01-08T22,WR,Westar Energy,SWPP,Southwest Power Pool,4009,megawatthours
2024-01-08T22,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1145,megawatthours
2024-01-08T22,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4742,megawatthours
2024-01-08T22,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,4056,megawatthours
2024-01-08T22,SPRM,City of Springfield,SWPP,Southwest Power Pool,447,megawatthours
2024-01-08T22,SECI,Sunflower Electric,SWPP,Southwest Power Pool,624,megawatthours
2024-01-08T22,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1748,megawatthours
2024-01-08T22,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,4236,megawatthours
2024-01-08T22,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,2078,megawatthours
2024-01-08T22,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1245,megawatthours
2024-01-08T22,LES,Lincoln Electric System,SWPP,Southwest Power Pool,444,megawatthours
2024-01-08T22,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,2232,megawatthours
2024-01-08T22,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,320,megawatthours
2024-01-08T22,INDN,Independence Power & Light,SWPP,Southwest Power Pool,134,megawatthours
2024-01-08T22,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,864,megawatthours
2024-01-08T22,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,782,megawatthours
2024-01-08T22,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5690,megawatthours
2024-01-08T22,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,23,megawatthours
2024-01-08T22,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,327,megawatthours
2024-01-08T22,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1244,megawatthours
2024-01-08T22,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,36,megawatthours
2024-01-08T22,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,86,megawatthours
2024-01-08T22,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,30,megawatthours
2024-01-08T22,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,56,megawatthours
2024-01-08T22,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-08T22,Frep,Freeport,PNM,Public Service Company of New Mexico,71,megawatthours
2024-01-08T22,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",177,megawatthours
2024-01-08T22,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",5340,megawatthours
2024-01-08T22,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2422,megawatthours
2024-01-08T22,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",5519,megawatthours
2024-01-08T22,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3538,megawatthours
2024-01-08T22,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4760,megawatthours
2024-01-08T22,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",2053,megawatthours
2024-01-08T22,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2726,megawatthours
2024-01-08T22,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",1992,megawatthours
2024-01-08T22,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1644,megawatthours
2024-01-08T22,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2222,megawatthours
2024-01-08T22,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",14325,megawatthours
2024-01-08T22,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3220,megawatthours
2024-01-08T22,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2259,megawatthours
2024-01-08T22,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",11631,megawatthours
2024-01-08T22,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3592,megawatthours
2024-01-08T22,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",8348,megawatthours
2024-01-08T22,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6449,megawatthours
2024-01-08T22,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",16287,megawatthours
2024-01-08T22,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1183,megawatthours
2024-01-08T22,ZONK,Long Island,NYIS,New York Independent System Operator,2440,megawatthours
2024-01-08T22,ZONJ,New York City,NYIS,New York Independent System Operator,6164,megawatthours
2024-01-08T22,ZONI,Dunwoodie,NYIS,New York Independent System Operator,690,megawatthours
2024-01-08T22,ZONH,Millwood,NYIS,New York Independent System Operator,367,megawatthours
2024-01-08T22,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1244,megawatthours
2024-01-08T22,ZONF,Capital,NYIS,New York Independent System Operator,1501,megawatthours
2024-01-08T22,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,1045,megawatthours
2024-01-08T22,ZOND,North,NYIS,New York Independent System Operator,743,megawatthours
2024-01-08T22,ZONC,Central,NYIS,New York Independent System Operator,2128,megawatthours
2024-01-08T22,ZONB,Genesee,NYIS,New York Independent System Operator,1249,megawatthours
2024-01-08T22,ZONA,West,NYIS,New York Independent System Operator,1936,megawatthours
2024-01-08T22,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19807,megawatthours
2024-01-08T22,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",11541,megawatthours
2024-01-08T22,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18974,megawatthours
2024-01-08T22,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10757,megawatthours
2024-01-08T22,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5623,megawatthours
2024-01-08T22,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",12489,megawatthours
2024-01-08T22,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",4106,megawatthours
2024-01-08T22,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7076,megawatthours
2024-01-08T22,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",14140,megawatthours
2024-01-08T22,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1490,megawatthours
2024-01-08T22,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6171,megawatthours
2024-01-08T22,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1279,megawatthours
2024-01-08T22,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1711,megawatthours
2024-01-08T22,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",12317,megawatthours
2024-01-08T22,VEA,Valley Electric Association,CISO,California Independent System Operator,110,megawatthours
2024-01-08T22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,1653,megawatthours
2024-01-08T22,SCE,Southern California Edison,CISO,California Independent System Operator,11631,megawatthours
2024-01-08T21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10658,megawatthours
2024-01-08T21,WR,Westar Energy,SWPP,Southwest Power Pool,4104,megawatthours
2024-01-08T21,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1153,megawatthours
2024-01-08T21,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4719,megawatthours
2024-01-08T21,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,4030,megawatthours
2024-01-08T21,SPRM,City of Springfield,SWPP,Southwest Power Pool,452,megawatthours
2024-01-08T21,SECI,Sunflower Electric,SWPP,Southwest Power Pool,679,megawatthours
2024-01-08T21,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1757,megawatthours
2024-01-08T21,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,4365,megawatthours
2024-01-08T21,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,2090,megawatthours
2024-01-08T21,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1237,megawatthours
2024-01-08T21,LES,Lincoln Electric System,SWPP,Southwest Power Pool,453,megawatthours
2024-01-08T21,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,2241,megawatthours
2024-01-08T21,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,323,megawatthours
2024-01-08T21,INDN,Independence Power & Light,SWPP,Southwest Power Pool,131,megawatthours
2024-01-08T21,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,883,megawatthours
2024-01-08T21,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,791,megawatthours
2024-01-08T21,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5741,megawatthours
2024-01-08T21,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,25,megawatthours
2024-01-08T21,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,331,megawatthours
2024-01-08T21,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1265,megawatthours
2024-01-08T21,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,36,megawatthours
2024-01-08T21,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,86,megawatthours
2024-01-08T21,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,34,megawatthours
2024-01-08T21,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,57,megawatthours
2024-01-08T21,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-08T21,Frep,Freeport,PNM,Public Service Company of New Mexico,68,megawatthours
2024-01-08T21,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",169,megawatthours
2024-01-08T21,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",5055,megawatthours
2024-01-08T21,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2397,megawatthours
2024-01-08T21,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",5353,megawatthours
2024-01-08T21,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3332,megawatthours
2024-01-08T21,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4603,megawatthours
2024-01-08T21,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1963,megawatthours
2024-01-08T21,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2521,megawatthours
2024-01-08T21,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",1937,megawatthours
2024-01-08T21,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1617,megawatthours
2024-01-08T21,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2040,megawatthours
2024-01-08T21,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",13534,megawatthours
2024-01-08T21,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3177,megawatthours
2024-01-08T21,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2230,megawatthours
2024-01-08T21,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",11660,megawatthours
2024-01-08T21,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3354,megawatthours
2024-01-08T21,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",8284,megawatthours
2024-01-08T21,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6227,megawatthours
2024-01-08T21,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",15906,megawatthours
2024-01-08T21,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1044,megawatthours
2024-01-08T21,ZONK,Long Island,NYIS,New York Independent System Operator,2219,megawatthours
2024-01-08T21,ZONJ,New York City,NYIS,New York Independent System Operator,6030,megawatthours
2024-01-08T21,ZONI,Dunwoodie,NYIS,New York Independent System Operator,652,megawatthours
2024-01-08T21,ZONH,Millwood,NYIS,New York Independent System Operator,345,megawatthours
2024-01-08T21,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1164,megawatthours
2024-01-08T21,ZONF,Capital,NYIS,New York Independent System Operator,1419,megawatthours
2024-01-08T21,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,995,megawatthours
2024-01-08T21,ZOND,North,NYIS,New York Independent System Operator,735,megawatthours
2024-01-08T21,ZONC,Central,NYIS,New York Independent System Operator,2057,megawatthours
2024-01-08T21,ZONB,Genesee,NYIS,New York Independent System Operator,1208,megawatthours
2024-01-08T21,ZONA,West,NYIS,New York Independent System Operator,1893,megawatthours
2024-01-08T21,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19854,megawatthours
2024-01-08T21,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",11561,megawatthours
2024-01-08T21,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19036,megawatthours
2024-01-08T21,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10635,megawatthours
2024-01-08T21,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5607,megawatthours
2024-01-08T21,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",12525,megawatthours
2024-01-08T21,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3955,megawatthours
2024-01-08T21,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7005,megawatthours
2024-01-08T21,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",14268,megawatthours
2024-01-08T21,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1488,megawatthours
2024-01-08T21,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6333,megawatthours
2024-01-08T21,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1233,megawatthours
2024-01-08T21,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1727,megawatthours
2024-01-08T21,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",12375,megawatthours
2024-01-08T21,VEA,Valley Electric Association,CISO,California Independent System Operator,150,megawatthours
2024-01-08T21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,1822,megawatthours
2024-01-08T21,SCE,Southern California Edison,CISO,California Independent System Operator,11869,megawatthours
2024-01-08T20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10563,megawatthours
2024-01-08T20,WR,Westar Energy,SWPP,Southwest Power Pool,4146,megawatthours
2024-01-08T20,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1182,megawatthours
2024-01-08T20,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4733,megawatthours
2024-01-08T20,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3957,megawatthours
2024-01-08T20,SPRM,City of Springfield,SWPP,Southwest Power Pool,459,megawatthours
2024-01-08T20,SECI,Sunflower Electric,SWPP,Southwest Power Pool,683,megawatthours
2024-01-08T20,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1778,megawatthours
2024-01-08T20,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,4468,megawatthours
2024-01-08T20,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,2144,megawatthours
2024-01-08T20,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1239,megawatthours
2024-01-08T20,LES,Lincoln Electric System,SWPP,Southwest Power Pool,460,megawatthours
2024-01-08T20,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,2251,megawatthours
2024-01-08T20,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,319,megawatthours
2024-01-08T20,INDN,Independence Power & Light,SWPP,Southwest Power Pool,132,megawatthours
2024-01-08T20,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,894,megawatthours
2024-01-08T20,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,811,megawatthours
2024-01-08T20,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5858,megawatthours
2024-01-08T20,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,26,megawatthours
2024-01-08T20,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,335,megawatthours
2024-01-08T20,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1254,megawatthours
2024-01-08T20,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,38,megawatthours
2024-01-08T20,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,85,megawatthours
2024-01-08T20,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,38,megawatthours
2024-01-08T20,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,56,megawatthours
2024-01-08T20,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-08T20,Frep,Freeport,PNM,Public Service Company of New Mexico,67,megawatthours
2024-01-08T20,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",168,megawatthours
2024-01-08T20,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4765,megawatthours
2024-01-08T20,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2428,megawatthours
2024-01-08T20,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",5345,megawatthours
2024-01-08T20,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3225,megawatthours
2024-01-08T20,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4571,megawatthours
2024-01-08T20,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1947,megawatthours
2024-01-08T20,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2346,megawatthours
2024-01-08T20,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",1892,megawatthours
2024-01-08T20,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1624,megawatthours
2024-01-08T20,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",1965,megawatthours
2024-01-08T20,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",13284,megawatthours
2024-01-08T20,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3146,megawatthours
2024-01-08T20,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2246,megawatthours
2024-01-08T20,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",11714,megawatthours
2024-01-08T20,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3251,megawatthours
2024-01-08T20,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",8319,megawatthours
2024-01-08T20,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6267,megawatthours
2024-01-08T20,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",15959,megawatthours
2024-01-08T20,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",935,megawatthours
2024-01-08T20,ZONK,Long Island,NYIS,New York Independent System Operator,2083,megawatthours
2024-01-08T20,ZONJ,New York City,NYIS,New York Independent System Operator,5977,megawatthours
2024-01-08T20,ZONI,Dunwoodie,NYIS,New York Independent System Operator,642,megawatthours
2024-01-08T20,ZONH,Millwood,NYIS,New York Independent System Operator,334,megawatthours
2024-01-08T20,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1126,megawatthours
2024-01-08T20,ZONF,Capital,NYIS,New York Independent System Operator,1379,megawatthours
2024-01-08T20,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,977,megawatthours
2024-01-08T20,ZOND,North,NYIS,New York Independent System Operator,732,megawatthours
2024-01-08T20,ZONC,Central,NYIS,New York Independent System Operator,2036,megawatthours
2024-01-08T20,ZONB,Genesee,NYIS,New York Independent System Operator,1190,megawatthours
2024-01-08T20,ZONA,West,NYIS,New York Independent System Operator,1894,megawatthours
2024-01-08T20,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19896,megawatthours
2024-01-08T20,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",11601,megawatthours
2024-01-08T20,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19258,megawatthours
2024-01-08T20,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10678,megawatthours
2024-01-08T20,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5630,megawatthours
2024-01-08T20,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",12612,megawatthours
2024-01-08T20,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3901,megawatthours
2024-01-08T20,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7062,megawatthours
2024-01-08T20,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",14448,megawatthours
2024-01-08T20,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1490,megawatthours
2024-01-08T20,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6338,megawatthours
2024-01-08T20,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1247,megawatthours
2024-01-08T20,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1773,megawatthours
2024-01-08T20,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",12386,megawatthours
2024-01-08T20,VEA,Valley Electric Association,CISO,California Independent System Operator,156,megawatthours
2024-01-08T20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2050,megawatthours
2024-01-08T20,SCE,Southern California Edison,CISO,California Independent System Operator,12037,megawatthours
2024-01-08T19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,11940,megawatthours
2024-01-08T19,WR,Westar Energy,SWPP,Southwest Power Pool,4140,megawatthours
2024-01-08T19,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1213,megawatthours
2024-01-08T19,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4764,megawatthours
2024-01-08T19,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3898,megawatthours
2024-01-08T19,SPRM,City of Springfield,SWPP,Southwest Power Pool,456,megawatthours
2024-01-08T19,SECI,Sunflower Electric,SWPP,Southwest Power Pool,689,megawatthours
2024-01-08T19,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1770,megawatthours
2024-01-08T19,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,4511,megawatthours
2024-01-08T19,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,2197,megawatthours
2024-01-08T19,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1257,megawatthours
2024-01-08T19,LES,Lincoln Electric System,SWPP,Southwest Power Pool,464,megawatthours
