period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-01-01T14,TVA,Tennessee Valley Authority,COL,Coal,2424,megawatthours
2024-01-01T14,PNM,Public Service Company of New Mexico,WAT,Hydro,0,megawatthours
2024-01-01T14,ISNE,ISO New England,OIL,Petroleum,0,megawatthours
2024-01-01T14,TVA,Tennessee Valley Authority,NUC,Nuclear,8556,megawatthours
2024-01-01T14,NE,New England,SUN,Solar,37,megawatthours
2024-01-01T14,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,11326,megawatthours
2024-01-01T14,PGE,Portland General Electric Company,OTH,Other,10,megawatthours
2024-01-01T14,FMPP,Florida Municipal Power Pool,OIL,Petroleum,0,megawatthours
2024-01-01T14,US48,United States Lower 48,OTH,Other,9554,megawatthours
2024-01-01T14,NYIS,New York Independent System Operator,WAT,Hydro,3565,megawatthours
2024-01-01T14,PACW,PacifiCorp West,WAT,Hydro,214,megawatthours
2024-01-01T14,CPLE,Duke Energy Progress East,SUN,Solar,398,megawatthours
2024-01-01T14,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",WAT,Hydro,159,megawatthours
2024-01-01T14,JEA,JEA,COL,Coal,525,megawatthours
2024-01-01T14,SWPP,Southwest Power Pool,SUN,Solar,0,megawatthours
2024-01-01T14,IID,Imperial Irrigation District,SUN,Solar,0,megawatthours
2024-01-01T14,SOCO,"Southern Company Services, Inc. - Trans",COL,Coal,3320,megawatthours
2024-01-01T14,NEVP,Nevada Power Company,NUC,Nuclear,0,megawatthours
2024-01-01T14,CENT,Central,NG,Natural gas,12973,megawatthours
2024-01-01T14,SW,Southwest,WND,Wind,108,megawatthours
2024-01-01T14,TVA,Tennessee Valley Authority,NG,Natural gas,5500,megawatthours
2024-01-01T14,TEPC,Tucson Electric Power,COL,Coal,755,megawatthours
2024-01-01T14,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2024-01-01T14,FLA,Florida,SUN,Solar,1612,megawatthours
2024-01-01T14,SE,Southeast,OIL,Petroleum,0,megawatthours
2024-01-01T14,MIDA,Mid-Atlantic,OTH,Other,1084,megawatthours
2024-01-01T14,CISO,California Independent System Operator,NG,Natural gas,10897,megawatthours
2024-01-01T14,IID,Imperial Irrigation District,NG,Natural gas,100,megawatthours
2024-01-01T14,SCEG,"Dominion Energy South Carolina, Inc.",COL,Coal,457,megawatthours
